😀	jidħaq ħafna, wiċċ, wiċċ jidħak ħafna
👫🏽	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju tal-ġilda, ton medju tal-ġilda, żomm
👩🏽‍🤝‍👨🏾	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju tal-ġilda u ton medju-skur tal-ġilda, ton medju tal-ġilda, ton medju-skur tal-ġilda, żomm
👩🏽‍🤝‍👨🏿	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju tal-ġilda u ton skur tal-ġilda, ton medju tal-ġilda, ton skur tal-ġilda, żomm
👩🏾‍🤝‍👨🏻	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju-skur tal-ġilda u ton ċar tal-ġilda, ton medju-skur tal-ġilda, ton ċar tal-ġilda, żomm
👩🏾‍🤝‍👨🏼	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju-skur tal-ġilda u ton medju-ċar tal-ġilda, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda, żomm
👩🏾‍🤝‍👨🏽	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju-skur tal-ġilda u ton medju tal-ġilda, ton medju tal-ġilda, ton medju-skur tal-ġilda, żomm
👫🏾	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, żomm
👩🏾‍🤝‍👨🏿	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton medju-skur tal-ġilda u ton skur tal-ġilda, ton medju-skur tal-ġilda, ton skur tal-ġilda, żomm
👩🏿‍🤝‍👨🏻	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton skur tal-ġilda u ton ċar tal-ġilda, ton skur tal-ġilda, ton ċar tal-ġilda, żomm
👩🏿‍🤝‍👨🏼	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton skur tal-ġilda u ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ton skur tal-ġilda, żomm
👩🏿‍🤝‍👨🏽	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton skur tal-ġilda u ton medju tal-ġilda, ton medju tal-ġilda, ton skur tal-ġilda, żomm
👩🏿‍🤝‍👨🏾	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton skur tal-ġilda u ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ton skur tal-ġilda, żomm
👫🏿	idejn, koppja, mara, raġel, raġel u mara jżommu jdejhom, raġel u mara jżommu jdejhom: ton skur tal-ġilda, ton skur tal-ġilda, żomm
👬	Gemini, idejn, koppja, raġel, tewmin, żewġt irġiel iżommu jdejhom, żodjaku, żomm
👬🏻	Gemini, idejn, koppja, raġel, tewmin, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton ċar tal-ġilda, żodjaku, żomm
👨🏻‍🤝‍👨🏼	Gemini, idejn, koppja, raġel, tewmin, ton medju-ċar tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton ċar tal-ġilda u ton medju-ċar tal-ġilda, żodjaku, żomm
👨🏻‍🤝‍👨🏽	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton ċar tal-ġilda u ton medju tal-ġilda, żodjaku, żomm
👨🏻‍🤝‍👨🏾	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton ċar tal-ġilda u ton medju-skur tal-ġilda, żodjaku, żomm
👨🏻‍🤝‍👨🏿	Gemini, idejn, koppja, raġel, tewmin, ton skur tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton ċar tal-ġilda u ton skur tal-ġilda, żodjaku, żomm
👨🏼‍🤝‍👨🏻	Gemini, idejn, koppja, raġel, tewmin, ton medju-ċar tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-ċar tal-ġilda u ton ċar tal-ġilda, żodjaku, żomm
👬🏼	Gemini, idejn, koppja, raġel, tewmin, ton medju-ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-ċar tal-ġilda, żodjaku, żomm
👨🏼‍🤝‍👨🏽	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton medju-ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-ċar tal-ġilda u ton medju tal-ġilda, żodjaku, żomm
👨🏼‍🤝‍👨🏾	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-ċar tal-ġilda u ton medju-skur tal-ġilda, żodjaku, żomm
👨🏼‍🤝‍👨🏿	Gemini, idejn, koppja, raġel, tewmin, ton medju-ċar tal-ġilda, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-ċar tal-ġilda u ton skur tal-ġilda, żodjaku, żomm
👨🏽‍🤝‍👨🏻	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju tal-ġilda u ton ċar tal-ġilda, żodjaku, żomm
👨🏽‍🤝‍👨🏼	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton medju-ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju tal-ġilda u ton medju-ċar tal-ġilda, żodjaku, żomm
👬🏽	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju tal-ġilda, żodjaku, żomm
👨🏽‍🤝‍👨🏾	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton medju-skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju tal-ġilda u ton medju-skur tal-ġilda, żodjaku, żomm
👨🏽‍🤝‍👨🏿	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju tal-ġilda u ton skur tal-ġilda, żodjaku, żomm
👨🏾‍🤝‍👨🏻	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-skur tal-ġilda u ton ċar tal-ġilda, żodjaku, żomm
👨🏾‍🤝‍👨🏼	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, ton medju-ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-skur tal-ġilda u ton medju-ċar tal-ġilda, żodjaku, żomm
👨🏾‍🤝‍👨🏽	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton medju-skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-skur tal-ġilda u ton medju tal-ġilda, żodjaku, żomm
👬🏾	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-skur tal-ġilda, żodjaku, żomm
👨🏾‍🤝‍👨🏿	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton medju-skur tal-ġilda u ton skur tal-ġilda, żodjaku, żomm
👨🏿‍🤝‍👨🏻	Gemini, idejn, koppja, raġel, tewmin, ton skur tal-ġilda, ton ċar tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton skur tal-ġilda u ton ċar tal-ġilda, żodjaku, żomm
👨🏿‍🤝‍👨🏼	Gemini, idejn, koppja, raġel, tewmin, ton medju-ċar tal-ġilda, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton skur tal-ġilda u ton medju-ċar tal-ġilda, żodjaku, żomm
👨🏿‍🤝‍👨🏽	Gemini, idejn, koppja, raġel, tewmin, ton medju tal-ġilda, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton skur tal-ġilda u ton medju tal-ġilda, żodjaku, żomm
👨🏿‍🤝‍👨🏾	Gemini, idejn, koppja, raġel, tewmin, ton medju-skur tal-ġilda, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton skur tal-ġilda u ton medju-skur tal-ġilda, żodjaku, żomm
👬🏿	Gemini, idejn, koppja, raġel, tewmin, ton skur tal-ġilda, żewġt irġiel iżommu jdejhom, żewġt irġiel iżommu jdejhom: ton skur tal-ġilda, żodjaku, żomm
💏	bewsa, koppja
💏🏻	bewsa, bewsa: ton ċar tal-ġilda, koppja, ton ċar tal-ġilda
💏🏼	bewsa, bewsa: ton medju-ċar tal-ġilda, koppja, ton medju-ċar tal-ġilda
💏🏽	bewsa, bewsa: ton medju tal-ġilda, koppja, ton medju tal-ġilda
💏🏾	bewsa, bewsa: ton medju-skur tal-ġilda, koppja, ton medju-skur tal-ġilda
💏🏿	bewsa, bewsa: ton skur tal-ġilda, koppja, ton skur tal-ġilda
👩‍❤‍💋‍👨	bewsa, bewsa: mara u raġel, koppja, mara, raġel
👨‍❤‍💋‍👨	bewsa, bewsa: raġel u raġel, koppja, raġel
👩‍❤‍💋‍👩	bewsa, bewsa: mara u mara, koppja, mara
💑	imħabba, koppja, koppja b’qalb
💑🏻	imħabba, koppja, koppja b’qalb, koppja b’qalb: ton ċar tal-ġilda, ton ċar tal-ġilda
💑🏼	imħabba, koppja, koppja b’qalb, koppja b’qalb: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
💑🏽	imħabba, koppja, koppja b’qalb, koppja b’qalb: ton medju tal-ġilda, ton medju tal-ġilda
💑🏾	imħabba, koppja, koppja b’qalb, koppja b’qalb: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
💑🏿	imħabba, koppja, koppja b’qalb, koppja b’qalb: ton skur tal-ġilda, ton skur tal-ġilda
👩‍❤‍👨	imħabba, koppja, koppja b’qalb, koppja b’qalb: mara u raġel, mara, raġel
👨‍❤‍👨	imħabba, koppja, koppja b’qalb, koppja b’qalb: raġel u raġel, raġel
👩‍❤‍👩	imħabba, koppja, koppja b’qalb, koppja b’qalb: mara u mara, mara
👪️	familja
👨‍👩‍👦	familja, familja: raġel, mara, u tifel, mara, raġel, tifel
👨‍👩‍👧	familja, familja: raġel, mara, u tifla, mara, raġel, tifla
👨‍👩‍👧‍👦	familja, familja: raġel, mara, tifla, u tifel, mara, raġel, tifel, tifla
👨‍👩‍👦‍👦	familja, familja: raġel, mara, tifel, u tifel, mara, raġel, tifel
👨‍👩‍👧‍👧	familja, familja: raġel, mara, tifla, u tifla, mara, raġel, tifla
👨‍👨‍👦	familja, familja: raġel, raġel, u tifel, raġel, tifel
👨‍👨‍👧	familja, familja: raġel, raġel, u tifla, raġel, tifla
👨‍👨‍👧‍👦	familja, familja: raġel, raġel, tifla, u tifel, raġel, tifel, tifla
👨‍👨‍👦‍👦	familja, familja: raġel, raġel, tifel, u tifel, raġel, tifel
👨‍👨‍👧‍👧	familja, familja: raġel, raġel, tifla, u tifla, raġel, tifla
👩‍👩‍👦	familja, familja: mara, mara, u tifel, mara, tifel
👩‍👩‍👧	familja, familja: mara, mara, u tifla, mara, tifla
👩‍👩‍👧‍👦	familja, familja: mara, mara, tifla, u tifel, mara, tifel, tifla
👩‍👩‍👦‍👦	familja, familja: mara, mara, tifel, u tifel, mara, tifel
👩‍👩‍👧‍👧	familja, familja: mara, mara, tifla, u tifla, mara, tifla
👨‍👦	familja, familja: raġel u tifel, raġel, tifel
👨‍👦‍👦	familja, familja: raġel, tifel, u tifel, raġel, tifel
👨‍👧	familja, familja: raġel u tifla, raġel, tifla
👨‍👧‍👦	familja, familja: raġel, tifla, u tifel, raġel, tifel, tifla
👨‍👧‍👧	familja, familja: raġel, tifla, u tifla, raġel, tifla
👩‍👦	familja, familja: mara u tifel, mara, tifel
👩‍👦‍👦	familja, familja: mara, tifel, u tifel, mara, tifel
👩‍👧	familja, familja: mara u tifla, mara, tifla
👩‍👧‍👦	familja, familja: mara, tifla, u tifel, mara, tifel, tifla
👩‍👧‍👧	familja, familja: mara, tifla, u tifla, mara, tifla
🗣️	jitkellmu, ras, silwett, titkellem, titkellem ras, wiċċ
👤	bust, bust f’silwett, silwett
👥	bust, busti f’silwett, silwett
👣	impronta, ipprintja, marki tas-saqajn, ħwejjeġ
🐵	wiċċ, wiċċ ta’ xadina, xadina
🐒	xadina
🦍	gorilla
🐶	kelb, pet, wiċċ, wiċċ ta’ kelb
🐕️	kelb, pet
🐩	kelb, poodle
🐺	lupu, wiċċ, wiċċ ta’ lupu
🦊	volpi, wiċċ, wiċċ ta’ volpi
🐱	pet, qattus, wiċċ, wiċċ ta’ qattus
🐈️	pet, qattus
🦁	Iljun, Leo, wiċċ, wiċċ ta’ ljun, żodjaku
🐯	tigra, wiċċ, wiċċ ta’ tigra
🐅	tigra
🐆	leopard
🐴	wiċċ, wiċċ ta’ żiemel, żiemel
🐎	ekwestri, tlielaq, żiemel, żiemel tat-tiġrija
🦄	unikornu, wiċċ, wiċċ ta’ unikornu
🦓	strixxa, żebra
🦌	ċerva
🐮	baqra, wiċċ, wiċċ ta’ baqra
🐂	Taurus, barri, bhima, żodjaku
🐃	buflu, buflu tal-ilma, ilma
🐄	baqra
🐷	majjal, wiċċ, wiċċ ta’ ħanżir
🐖	ħanżir, ħanżira
🐗	ċingjal, ħanżir
🐽	imnieħer, imnieħer ta’ ħanżir, majjal, wiċċ
🐏	Aries, maskili, muntun, nagħaġ, żodjaku
🐑	femminil, nagħaġ, nagħġa
🐐	Capricorn, mogħża, żodjaku
🐪	dromedarju, ġemel, ħotba
🐫	baktrijan, ġemel, ġemel b’żewġ ħotob, ħotba
🦒	tikek, ġiraff
🐘	iljunfant
🦏	rinoċeronti
🐭	wiċċ, wiċċ ta’ ġurdien, ġurdien
🐁	ġurdien
🐀	far
🐹	pet, wiċċ, wiċċ ta’ ħamster, ħamster
🐰	fenek, pet, wiċċ, wiċċ ta’ fenek
🐇	fenek, pet
🐿️	chipmunk
🦔	bix-xewk, qanfud
🦇	farfett il-lejl, vampira
🐻	ors, wiċċ, wiċċ ta’ ors
🐨	koala, ors
🐼	panda, wiċċ, wiċċ ta’ panda
🐾	ipprintja, marki tas-saqajn ta’ annimal, saqajn, saqajn ta’ annimal
🦃	dundjan, għasfur
🐔	għasfur, tiġieġ, tiġieġa
🐓	għasfur, serduk
🐣	fellus, fellus qed ifaqqas, għasfur, tfaqqis, żgħir
🐤	fellus, fellus żgħir, għasfur, żgħir
🐥	fellus, fellus żgħir iħares ’il quddiem, għasfur, żgħir
🐦️	għasfur
🐧	għasfur, pingwin
🕊️	għasfur, itir, paċi, ħamiema
🦅	ajkla, għasfur
🦆	għasfur, papra
🦉	għaqli, għasfur, kokka
🐸	wiċċ, wiċċ ta’ żrinġ, żrinġ
🐊	kukkudrill
🐢	fekruna, terrapin
🦎	rettili, wiża’
🐍	Ophiuchus, portatur, serp, serpent, żodjaku
🐲	dragun, wiċċ, wiċċ ta’ dragun, ħrafa
🐉	dragun, ħrafa
🦕	brakkjosawru, brontosawru, diplodoku, sawropodu
🦖	T-Rex, Tirannosawru Rex
🐳	baliena, baliena tfawwar l-ilma, tfawwar, wiċċ
🐋	baliena
🐬	denfil, ġewnaħ
🐟️	Pisces, ħut, żodjaku
🐠	tropikali, ħut, ħut tropikali
🐡	blowfish, ħut
🦈	kelb il-baħar, ħut
🐙	qarnita
🐚	qoxra, qoxra spirali, spirali
🐌	bebbuxu
🦋	farfett, insett, sabiħ
🐛	insett
🐜	insett, nemla
🐝	insett, naħal, żunżana
🐞	insett, nanna kola, ħanfusa
🦗	cricket, ġurat
🕷️	brimba, insett
🕸️	brimba, għanqbuta
🦂	Scorpius, scorpio, skorpjun, żodjaku
💐	bukkett, fjura
🌸	fjur, fjur taċ-ċirasa, fjuri, ċirasa
💮	fjura, fjura bajda
🏵️	pjanta, rożetta
🌹	fjura, warda
🥀	fjura, fjura mitbiela, mitbiela
🌺	fjura, hibiscus
🌻	fjura, xemx, ġirasol
🌼	fjur, fjura
🌷	fjura, tulipan
🌱	żerriegħa, żgħażagħ
🌲	siġra, siġra tħaddar
🌳	deċiduża, iwaqqgħu, siġra, siġra deċiduża
🌴	palm, siġra, siġra tal-palm
🌵	kaktus, pjanta
🌾	għarma ross, qamħ, ross, widna
🌿	werqa, ħwawar
☘️	pjanta, xamrok
🍀	4, erba’, silla, silla ta’ erba’ werqiet, werqa
🍁	aġġru, jaqgħu, werqa, werqa tal-aġġru
🍂	jaqgħu, werqa, werqa mwaqqa’
🍃	onfoħ, riħ, tixxejjer, werqa, werqa tixxejjer fir-riħ
🍄	faqqiegħa, fungu velenuż
🍇	frott, għenba, għeneb
🍈	bettieħa, frott
🍉	dulliegħa, frott
🍊	frott, larinġa, mandolina
🍋	frott, lumija, ċitru
🍌	banana, frott
🍍	ananas, frott
🍎	aħmar, frott, tuffieħa, tuffieħa ħamra
🍏	aħdar, frott, tuffieħa, tuffieħa ħadra
🍐	frott, lanġasa
🍑	frott, ħawħa
🍒	frott, ċirasa
🍓	berry, frawla, frott
🥝	frotta, frotta tal-kiwi, ikel, kiwi
🍅	frott, tadama, ħaxix
🥥	palma, piña colada, ġewż tal-indi
🥑	avokado, frott, ikel
🍆	brunġiel, brunġiela, ħaxix
🥔	ikel, patata, ħaxix
🥕	ikel, zunnerija, ħaxix
🌽	qamħ, qamħirrum, qamħirrun, widna, widna tal-qamħ
🌶️	bżar, bżar jaħraq, jaħraq
🥒	ikel, immarinat, ħaxix, ħjara
🥦	brokkoli, kaboċċa selvaġġa
🥜	ikel, karawett, lewż, ħaxix
🌰	pjanta, qastan
🍞	ħobż, ħobża
🥐	croissant, franċiż, ikel, panina forma ta’ nofs qamar, ħobż
🥖	baguette, franċiż, ikel, ħobż, ħobż baguette
🥨	mibruma, pretzel
🥞	crêpe, hotcake, ikel, pancake, pancakes
🧀	biċċa ġobon, ġobon
🍖	għadma, laħam, laħam fuq l-għadma
🍗	għadma, sieq, sieq ta’ tjur, tiġieġa, tjur
🥩	biċċa, biċċa laħam, kustilja tal-majjal, kustilja tal-muntun, steak
🥓	bejken, ikel, laħam
🍔	burger, hamburger
🍟	ċips
🍕	pizza, slajs, ġobon
🌭	frankfurter, hot dog, hotdog, zalzett
🥪	sandwich, ħobż
🌮	messikan, taco
🌯	burrito, messikan, wrap
🥙	falafel, gyro, ikel, kebab, mimli, ħobż ċatt, ħobż ċatt mimli
🥚	bajda, ikel
🍳	bajda, borma, qali, tisjir
🥘	baxx, ikel, paella, pagna, taġen, taġen baxx tal-Ikel
🍲	borma, borma tal-ikel, stuffat
🥣	congee, kolazzjon, skutella b’mgħarfa, ċereali
🥗	ikel, insalata, insalata ħadra, ħadra
🍿	popcorn
🥫	ikel fil-laned, landa
🍱	bento, bento box, box
🍘	craker, rice cracker, ross
🍙	ballun, pulpetta tar-ross, ross, Ġappuniż
🍚	imsajjar, ross, ross imsajjar
🍛	karì, ross, ross tal-karì
🍜	bieqja, bieqja tal-fwar, fwar, noodle, ramen
🍝	għaġin, spagetti
🍠	mixwija, patata, patata ħelwa mixwija, ħelwa
🍢	frott tal-baħar, kebab, oden, skewer, stikka
🍣	sushi
🍤	gambli, gambli moqli, moqli, tempura
🍥	għaġina, innokkla, pulpetta, pulpetta tal-ħut innokklata, ħut
🍡	dango, deżerta, skewer, stikka, Ġappuniż, ħelwa
🥟	dumpling, empanada, gyōza, jiaozi, pierogi, potsticker
🥠	fortune cookie, profezija
🥡	kaxxa tat-takeout, oyster pail
🦀	Cancer, granċ, żodjaku
🦐	frott tal-baħar, gamblu, ikel, żgħir
🦑	ikel, klamari, mollusk
🍦	artab, deżerta, krema, silġ, ġelat, ġelat artab, ħelu
🍧	deżerta, imqaxxar, silġ, silġ imqaxxar, ħelu
🍨	deżerta, krema, silġ, ġelat, ħelu
🍩	deżerta, donut, doughnut, ħelu
🍪	deżerta, gallettina, ħelwa
🎂	deżerta, għaġina, għeluq is-snin, kejk, kejk ta’ għeluq is-snin, ċelebarazzjoni, ħelwa
🍰	deżerta, għaġina, kejk, shortcake, slajs, ħelu
🥧	għaġina, mili, torta
🍫	biċċa, biċċa ċikkulata, deżerta, ċikkulata, ħelwa
🍬	deżerta, ħelu, ħelwa
🍭	deżerta, lolipop, ħelu, ħelwa
🍮	deżerta, kastard, pudina, ħelwa
🍯	għasel, vażett, vażett għasel, vażett tal-għasel, ħelu
🍼	flixkun, flixkun tat-trabi, tarbija, xarba, ħalib
🥛	tazza, tazza ħalib, xarba, ħalib
☕️	fwar, kafè, sħun, te, xarba, xarba sħuna, xorb
🍵	kikkra, kikkra tat-te mingħajr manku, tazza, te, xarba
🍶	bar, flixkun, sake, tazza, xarba, xorb
🍾	bar, flixkun, flixkun b’tapp tas-sufra jinfetaħ, jinfetaħ, sufra, xarba
🍷	bar, inbid, tazza, tazza nbid, xarba, xorb
🍸️	bar, cocktail, tazza, tazza tal-cocktails, xarba
🍹	bar, tropikali, xarba, xarba tropikali
🍺	bar, birra, magg, magg birra, xarba
🍻	bar, birra, iċekċku, magg, maggijiet tal-birra jċekċku, xarba
🥂	tazza, tazzi jċekċku, tiċċelebra, xarba, ċekċek
🥃	likur, shot, tazza, tazza kbira, tazza kbira tal-ħġieġ, whisky
🥤	luminata, meraq, tazza bi stro
🥢	chopsticks, hashi
🍽️	furketta, furketta u sikkina ma’ platt, platt, sikkina, tisjir
🍴	furketta, furketta u sikkina, sikkina, tisjir
🥄	mgħarfa, oġġetti tal-mejda
🔪	arma, għodda, hocho, sikkina, sikkina tal-kċina, tisjir
🏺	Aquarius, anfora, arma, buqar, għodda, tisjir, xarba, żodjaku
🌍	Afrika, dinja, globu, globu juri l-Ewropa-Afrika, l-Ewropa
🌎️	dinja, globu, globu juri l-Ameriki, l-Ameriki
🌏	dinja, globu, globu juri l-Asja-Awstralja, l-Asja, l-Awstralja
🌐	dinja, globu, globu bil-meridjani, meridjani
🗺️	dinja, mappa, mappa tad-dinjija
🗾	mappa, mappa tal-Ġappun, Ġappun
🏔️	kiesaħ, muntanja, muntanja miksija bis-silġ, silġ
⛰️	muntanja
🌋	eruzzjoni, muntanja, vulkan
🗻	fuji, muntanja, muntanja fuji
🏕️	kampeġġ
🏖️	bajja, bajja b’umbrella, umbrella
🏜️	deżert
🏝️	deżert, gżira, gżira deżert
🏞️	park, park nazzjonali
🏟️	stadium
🏛️	bini klassiku, klassiku
🏗️	kostruzzjoni, kostruzzjoni tal-bini
🏘️	djar
🏚️	dar, dar mitluqa, mitluqa
🏠️	binja, dar
🏡	dar, dar bil-ġnien, ġnien
🏢	bini, bini tal-uffiċċju
🏣	posta, uffiċċju tal-posta Ġappuniż, Ġappuniż
🏤	Ewropea, posta, uffiċċju tal-posta
🏥	mediċina, sptar, tabib
🏦	bank, bini
🏨	bini, lukanda
🏩	imħabba, lukanda, lukanda tal-imħabba
🏪	tal-merċa, ħanut, ħanut tal-merċa
🏫	bini, skola
🏬	stabbiliment
🏭️	bini, fabbrika
🏯	kastell, kastell Ġappuniż, Ġappuniż
🏰	Ewropew, kastell
💒	imħabba, kappella, tieġ
🗼	Tokjo, torri, torri ta’ Tokjo
🗽	Statwa tal-Libertà, libertà, statwa
⛪️	Kristjan, knisja, reliġjon, salib
🕌	Islam, Musulmana, moskea, reliġjon
🕍	Lhudi, reliġjon, sinagoga, tempju
⛩️	maqdes, maqdes shinto, reliġjon, shinto
🕋	Islam, Musulmana, kaaba, reliġjon
⛲️	funtana
⛺️	kampeġġ, tinda
🌁	imċajpar, ċpar
🌃	bil-lejl, lejl bl-istilel, stilla
🏙️	belt, silwett tal-belt
🌄	filgħodu, muntanja, tlugħ ix-xemx, tlugħ ix-xemx fuq il-muntanji, xemx
🌅	filgħodu, tlugħ ix-xemx, xemx
🌆	belt, fl-għaxija, inżul ix-xemx, pajsaġġ, silwett tal-belt fi nżul ix-xemx, xemx, żerniq
🌇	nżul ix-xemx, xemx, żerniq
🌉	billejl, pont, pont billejl
♨️	fwar, nixxigħat, nixxigħat sħan, sħun
🎠	karusell, żiemel, żiemel tal-karusell
🎡	ferris, ferris wheel, park tad-divertiment, rota
🎢	coaster, park tad-divertiment, roller, roller coaster
💈	arblu, arblu tal-barbier, barbier, qatgħa xagħar
🎪	tinda, tinda taċ-ċirklu, ċirklu
🚂	ferrovija, lokomottiva, magna, tal-fwar
🚃	elettriku, ferrovija, karozza, karozza tal-ferrovija, tramm, trolleybus
🚄	ferrovija, ferrovija b’velocità għolja, shinkansen, veloċità
🚅	bullet, ferrovija, ferrovija b’veloċità għolja bil-bullet nose, shinkansen, veloċità
🚆	ferrovija
🚇️	metro, subway
🚈	ferrovija, ferrovija ħafifa
🚉	ferrovija, stazzjon
🚊	tramm, trolleybus
🚝	monorail, vettura
🚞	ferrovija, ferrovija tal-muntanji, karozza, muntanja
🚋	karozza tat-tramm, karozzi, tramm, trolleybus
🚌	vettura, xarabank
🚍️	xarabank, xarabank ġejja ’l hawn, ġejja ’l hawn
🚎	tramm, trolley, trolleybus, xarabank
🚐	minibus, xarabank
🚑️	ambulanza, vettura
🚒	magna, nar, trakk, vettura tat-tifi tan-nar
🚓	karozza, karozza tal-pulizija, pulizija, ronda
🚔️	karozza, karozza tal-pulizija ġejja ’l hawn, pulizija, ġejja ’l hawn
🚕	taxi, vettura
🚖	taxi, taxi ġejja ’l hawn, ġejja ’l hawn
🚗	karozza
🚘️	karozza, karozza ġejja ’l hawn, ġejja ’l hawn
🚙	rikreazzjoni, utilità sportiva, vettura għal utilità sportiva
🚚	konsenji, trakk, trakk tal-konsenji
🚛	semi, trakk, trakk artikolat
🚜	trattur, vettura
🏎️	karozza, tlielaq, tlielaq tal-karozzi
🏍️	mutur, tlielaq
🛵	mutur, scooter, scooter bil-mutur
🚲️	rota
🛴	kick, scooter
🚏	Waqqaf, bus stop, busstop, xarabank
🛣️	awtostrada, highway, triq
🛤️	ferrovija, linja tal-ferrovija
🛢️	landa, landa żejt, żejt
⛽️	gass, karburant, pompa, pompa tal-petrol
🚨	dawl, dawl tal-karozza tal-pulizija, karozza, li jduru, pulizija
🚥	dawl, dawl tat-traffiku orizzontali, sinjal, traffiku
🚦	dawl, dawl tat-traffiku vertikali, sinjal, traffiku
🛑	ieqaf, ottagonali, sinjal, sinjal biex tieqaf
🚧	barriera, kostruzzjoni
⚓️	ankra, bastiment, għodda
⛵️	baħar, dgħajsa, dgħajsa bil-qlugħ, jott, resort
🛶	canoe, dgħajsa
🚤	dgħajsa, speedboat
